Location,Order #,Sent Date,Menu Item,Menu Group,Menu,Sales Category,Net Price,Qty,Void?
Los Gatos,6,4/22/24 1:33 PM,GLS La Bernarde Rose,Rose,BTG WINE,Wine on Premise,28.00,2.0,false
Los Gatos,4,4/22/24 1:36 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,10,4/22/24 1:39 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,10,4/22/24 1:39 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,10,4/22/24 1:39 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,10,4/22/24 1:39 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,12,4/22/24 1:41 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,12,4/22/24 1:41 PM,Classic Bruschetta,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,12,4/22/24 1:41 PM,GLS Altos las Hormigas,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,12,4/22/24 1:41 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,12,4/22/24 2:08 PM,Nostrano,SALUMI,FOOD,Food,6.00,1.0,false
Los Gatos,13,4/22/24 2:14 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,8,4/22/24 2:49 PM,GLS Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,14,4/22/24 3:08 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,14,4/22/24 3:14 PM,Spaghetti Marinara,PASTA/ENTREES,FOOD,Food,28.00,1.0,false
Los Gatos,15,4/22/24 3:16 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,15,4/22/24 3:16 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Wild Boar Salami,SALUMI,FOOD,Food,9.00,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Fattoria,SALUMI,FOOD,Food,6.00,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Nostrano,SALUMI,FOOD,Food,6.00,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Quadratto Perfetto,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Robiola Bosina,FORMAGGI,FOOD,Food,6.50,1.0,false
Los Gatos,15,4/22/24 3:19 PM,Pecorino Sole di Sicilia con zafferano,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,15,4/22/24 3:29 PM,GLS Riva Leone Barbera,Red,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,15,4/22/24 3:29 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,15,4/22/24 3:29 PM,GLS Casale Marchese Quatro,White,BTG WINE,Wine on Premise,32.00,2.0,false
Los Gatos,16,4/22/24 3:48 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,16,4/22/24 3:48 PM,Caprese Panini,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,17,4/22/24 4:24 PM,Open On Prem Wine,MISC,WINE,Wine on Premise,15.00,1.0,false
Los Gatos,17,4/22/24 4:33 PM,GLS Due Terre grillo,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,18,4/22/24 4:38 PM,The Somm Stumper,Flights,BTG WINE,Wine on Premise,20.00,1.0,true
Los Gatos,18,4/22/24 4:38 PM,Colossal California,Flights,BTG WINE,Wine on Premise,30.00,1.0,true
Los Gatos,17,4/22/24 4:58 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,13,4/22/24 5:07 PM,Coke,N/A Beverages,BEVERAGES,NA Beverage,0.00,1.0,false
Los Gatos,17,4/22/24 5:26 PM,Open On Prem Wine,MISC,WINE,Wine on Premise,15.00,1.0,false
Los Gatos,17,4/22/24 5:26 PM,GLS Due Terre grillo,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,19,4/22/24 5:27 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,18,4/22/24 5:33 PM,WC Somm Stumper,Flights,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,18,4/22/24 5:33 PM,WC Colossal California,Flights,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,19,4/22/24 5:33 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,19,4/22/24 5:33 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,19,4/22/24 5:34 PM,GLS Monteci Bardolino Rose 21,Rose,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,19,4/22/24 5:34 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,19,4/22/24 5:34 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,20,4/22/24 5:35 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,20,4/22/24 5:35 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,20,4/22/24 5:35 PM,GLS Cuatro Rayas Tempranillo,Red,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,21,4/22/24 5:48 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Piccante,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Mista,INSALATE,FOOD,Food,22.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,22,4/22/24 5:53 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,22,4/22/24 5:54 PM,BTL Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,23,4/22/24 5:57 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,23,4/22/24 5:57 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,23,4/22/24 5:57 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,23,4/22/24 6:01 PM,Open On Prem Wine,MISC,WINE,Wine on Premise,15.00,1.0,false
Los Gatos,23,4/22/24 6:01 PM,GLS Monticello Pinot Noir,Red,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,24,4/22/24 6:05 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,24,4/22/24 6:05 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,24,4/22/24 6:05 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,24,4/22/24 6:05 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,24,4/22/24 6:06 PM,The Boot,Flights,BTG WINE,Wine on Premise,60.00,2.0,false
Los Gatos,25,4/22/24 6:11 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,25,4/22/24 6:11 PM,Sinfonia (Mezzo),PROPOSTA DELLA CASA,FOOD,Food,42.00,1.0,false
Los Gatos,25,4/22/24 6:12 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,26,4/22/24 6:17 PM,3 Olive Sampler,SFIZI,FOOD,Food,5.50,1.0,false
Los Gatos,26,4/22/24 6:17 PM,Tonno Panini,PANINI,FOOD,Food,9.00,1.0,false
Los Gatos,26,4/22/24 6:17 PM,Gorgonzola Salad,INSALATE,FOOD,Food,8.50,1.0,false
Los Gatos,27,4/22/24 6:24 PM,GLS Big Basin Pinot,Red,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,GLS Monteci Bardolino Rose 21,Rose,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,Blood Orange,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,Classic Bruschetta,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,27,4/22/24 6:24 PM,Delizia (Grande),PROPOSTA DELLA CASA,FOOD,Food,55.00,1.0,false
Los Gatos,20,4/22/24 6:27 PM,Caprese Panini,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,27,4/22/24 6:28 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,27,4/22/24 6:31 PM,Crostini Sampler,CROSTINI,FOOD,Food,21.00,1.0,false
Los Gatos,27,4/22/24 6:31 PM,Funghi,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,27,4/22/24 6:31 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,27,4/22/24 6:32 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,27,4/22/24 6:32 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,48.00,2.0,false
Los Gatos,27,4/22/24 6:32 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,27,4/22/24 6:32 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,63.00,3.0,false
Los Gatos,28,4/22/24 6:48 PM,RET Casa Comercia Rosato,Rose,BTG WINE,Wine on Premise,45.00,2.0,false
Los Gatos,25,4/22/24 7:08 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,0.00,2.0,false
Los Gatos,25,4/22/24 7:08 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,35.00,1.0,false
Los Gatos,25,4/22/24 7:08 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,48.00,2.0,false
Los Gatos,29,4/22/24 7:10 PM,Gorgonzola Salad,INSALATE,FOOD,Food,13.60,1.0,false
Los Gatos,29,4/22/24 7:10 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,16.00,1.0,false
Los Gatos,29,4/22/24 7:11 PM,Caprese Panini,PANINI,FOOD,Food,13.60,1.0,false
Los Gatos,29,4/22/24 7:11 PM,Arthur Ave,PANINI,FOOD,Food,14.40,1.0,false
Los Gatos,29,4/22/24 7:11 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,15.20,1.0,false
Los Gatos,27,4/22/24 7:16 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,25,4/22/24 7:24 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,0.00,1.0,false
Los Gatos,26,4/22/24 7:25 PM,RET August West Graham Family Vineyard 19,Red A-K,WINE,Retail Wine,70.00,1.0,false
Los Gatos,26,4/22/24 7:34 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,2.00,1.0,false
Los Gatos,27,4/22/24 7:36 PM,Sfogliatelle,DOLCI,FOOD,Food,20.00,2.0,false
Los Gatos,27,4/22/24 7:36 PM,Tiramisu,DOLCI,FOOD,Food,28.00,2.0,false
Los Gatos,30,4/22/24 7:38 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,30,4/22/24 7:39 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,30,4/22/24 7:39 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,30,4/22/24 8:30 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,1,4/23/24 12:08 PM,Mista,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,1,4/23/24 12:08 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,1,4/23/24 12:08 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,1,4/23/24 12:08 PM,The Alba,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,1,4/23/24 12:08 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,1,4/23/24 12:47 PM,Iced Tea,N/A Beverages,BEVERAGES,NA Beverage,8.00,2.0,false
Los Gatos,1,4/23/24 12:47 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,2,4/23/24 12:55 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,2,4/23/24 12:55 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,2,4/23/24 12:55 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,2,4/23/24 12:58 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,26.00,2.0,false
Los Gatos,3,4/23/24 1:22 PM,Large French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,10.00,1.0,false
Los Gatos,3,4/23/24 1:22 PM,Pomm Galv,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,3,4/23/24 1:22 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,3,4/23/24 1:40 PM,Hot Tea,N/A Beverages,BEVERAGES,NA Beverage,4.00,1.0,true
Los Gatos,3,4/23/24 1:41 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,4,4/23/24 1:46 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,4,4/23/24 1:46 PM,BTL Zorzettig Ribolla Gialla,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,5,4/23/24 1:52 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,6,4/23/24 2:18 PM,DD Caprese Panini,DOORDASH,FOOD,Food,19.00,1.0,false
Los Gatos,7,4/23/24 2:20 PM,Diet Coke,N/A Beverages,BEVERAGES,NA Beverage,4.00,1.0,false
Los Gatos,7,4/23/24 2:20 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,8,4/23/24 3:01 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,8,4/23/24 3:01 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,8,4/23/24 3:01 PM,BTL Cuatro Rayas Tempranillo,Red,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,9,4/23/24 3:16 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,9,4/23/24 3:17 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,10,4/23/24 3:42 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,11,4/23/24 4:03 PM,GLS Odonata,White,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,11,4/23/24 4:07 PM,GLS Odonata,White,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,11,4/23/24 4:07 PM,GLS Montpelier Viognier 21,White,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,12,4/23/24 4:15 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,0.00,1.0,false
Los Gatos,13,4/23/24 4:16 PM,DD Meatballs,DOORDASH,FOOD,Food,42.00,2.0,false
Los Gatos,13,4/23/24 4:16 PM,DD Eggplant Parm,DOORDASH,FOOD,Food,29.00,1.0,false
Los Gatos,14,4/23/24 4:45 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,14,4/23/24 4:45 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,14,4/23/24 4:45 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,14,4/23/24 4:46 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,14,4/23/24 4:46 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,25.00,1.0,false
Los Gatos,15,4/23/24 5:15 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,48.00,2.0,false
Los Gatos,14,4/23/24 5:16 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,15,4/23/24 5:37 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,15,4/23/24 5:37 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,15,4/23/24 5:37 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,17,4/23/24 5:52 PM,Half LCN Nebbiolo,Red,BTG WINE,Wine on Premise,8.00,1.0,false
Los Gatos,18,4/23/24 6:06 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,18,4/23/24 6:06 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,18,4/23/24 6:06 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,15,4/23/24 6:07 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,48.00,2.0,false
Los Gatos,19,4/23/24 6:10 PM,DD Lasagne,DOORDASH,FOOD,Food,22.00,1.0,false
Los Gatos,19,4/23/24 6:10 PM,DD CAESAR,DOORDASH,FOOD,Food,44.00,2.0,false
Los Gatos,20,4/23/24 6:12 PM,Tonno with Crostini,SFIZI,FOOD,Food,15.00,1.0,false
Los Gatos,20,4/23/24 6:12 PM,BTL Brick & Mortar Pinot,Red A-K,WINE,Retail Wine,30.00,1.0,false
Los Gatos,15,4/23/24 6:25 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,24.00,1.0,false
Los Gatos,18,4/23/24 6:26 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,21,4/23/24 6:26 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,21,4/23/24 6:26 PM,Mista,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,21,4/23/24 6:26 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,22,4/23/24 6:34 PM,BTL Nada Dolcetto,Red L-P,WINE,Retail Wine,22.00,1.0,false
Los Gatos,21,4/23/24 6:35 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,18,4/23/24 6:35 PM,GLS Big Basin Pinot,Red,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,12,4/23/24 6:38 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,23,4/23/24 6:49 PM,Gorgonzola Salad,INSALATE,FOOD,Food,31.00,1.0,false
Los Gatos,23,4/23/24 6:49 PM,Mista,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,23,4/23/24 6:50 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,23,4/23/24 6:50 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,15,4/23/24 6:52 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,24,4/23/24 6:57 PM,BTL Brick & Mortar Pinot,Red A-K,WINE,Retail Wine,30.00,1.0,false
Los Gatos,24,4/23/24 6:57 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,23,4/23/24 7:01 PM,Caprese Panini,PANINI,FOOD,Food,22.00,1.0,false
Los Gatos,25,4/23/24 7:09 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,26.00,2.0,false
Los Gatos,25,4/23/24 7:09 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,25,4/23/24 7:10 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,25,4/23/24 7:10 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,Colossal California,Flights,BTG WINE,Wine on Premise,30.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,The Boot,Flights,BTG WINE,Wine on Premise,30.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,Blood Orange,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,26,4/23/24 7:10 PM,Pomm Galv,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,26,4/23/24 7:24 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,26,4/23/24 7:24 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,26,4/23/24 7:24 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,26,4/23/24 7:24 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,26,4/23/24 7:54 PM,Sfogliatelle,DOLCI,FOOD,Food,10.00,1.0,false
Los Gatos,26,4/23/24 7:54 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,25,4/23/24 8:07 PM,Half LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,2.0,false
Los Gatos,25,4/23/24 8:09 PM,RET LCN Nebbiolo,Red,BTG WINE,Wine on Premise,31.50,1.0,false
Los Gatos,1,4/24/24 12:07 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,2,4/24/24 12:20 PM,GLS Zorzettig Refosco,Red,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,2,4/24/24 12:20 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,1,4/24/24 12:21 PM,Tonno Insalate,INSALATE,FOOD,Food,36.00,2.0,false
Los Gatos,1,4/24/24 12:21 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,3,4/24/24 12:25 PM,DD Meatballs,DOORDASH,FOOD,Food,26.00,1.0,false
Los Gatos,3,4/24/24 12:25 PM,DD CAESAR,DOORDASH,FOOD,Food,34.00,1.0,false
Los Gatos,2,4/24/24 12:28 PM,Tonno Panini,PANINI,FOOD,Food,23.00,1.0,false
Los Gatos,2,4/24/24 12:28 PM,Gorgonzola Salad,INSALATE,FOOD,Food,22.00,1.0,false
Los Gatos,4,4/24/24 12:44 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,4,4/24/24 12:44 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,4,4/24/24 12:44 PM,GLS Monteci Bardolino Rose 21,Rose,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,4,4/24/24 12:44 PM,Caprese Panini,PANINI,FOOD,Food,34.00,2.0,false
Los Gatos,5,4/24/24 12:47 PM,BTL BelleBolle Sparkling Rose,Sparkling,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,5,4/24/24 12:47 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,5,4/24/24 12:58 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,7,4/24/24 12:59 PM,1/2 Mista,INSALATE,FOOD,Food,6.00,1.0,false
Los Gatos,7,4/24/24 12:59 PM,Classic Bruschetta,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,7,4/24/24 12:59 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,8,4/24/24 1:02 PM,Tonno Panini,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,8,4/24/24 1:02 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,8,4/24/24 1:02 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,8,4/24/24 1:02 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,8,4/24/24 1:02 PM,"Peroni, Lager",Beer,BEVERAGES,Bottled Beer,6.00,1.0,false
Los Gatos,9,4/24/24 1:03 PM,Half LCN Nebbiolo,Red,BTG WINE,Wine on Premise,8.00,1.0,false
Los Gatos,9,4/24/24 1:03 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,1,4/24/24 1:09 PM,Large French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,10.00,1.0,false
Los Gatos,1,4/24/24 1:09 PM,Hot Tea,N/A Beverages,BEVERAGES,NA Beverage,4.00,1.0,false
Los Gatos,1,4/24/24 1:09 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,12.00,3.0,false
Los Gatos,5,4/24/24 1:19 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,5,4/24/24 1:19 PM,Caprese Panini,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,10,4/24/24 1:36 PM,Gorgonzola Salad,INSALATE,FOOD,Food,26.00,1.0,false
Los Gatos,10,4/24/24 1:36 PM,Caesar,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,11,4/24/24 1:36 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,32.00,2.0,false
Los Gatos,12,4/24/24 1:37 PM,Gorgonzola Salad,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,12,4/24/24 1:40 PM,Funghi,CROSTINI,FOOD,Food,8.00,1.0,false
Los Gatos,12,4/24/24 1:40 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,0.00,1.0,false
